pr_id,total_commits,ai_commits,human_commits,ai_commits_percentage,total_comments,ai_comments,human_comments,ai_comments_percentage,total_reviews,ai_reviews,human_reviews,ai_reviews_percentage,time_to_merge_hours,has_related_issue,has_ai_involvement,is_merged
3166380013,8,6,2,75.0,3,2,1,66.66666666666666,1,0,1,0.0,,True,True,False
3166454125,5,3,2,60.0,3,1,2,33.33333333333333,1,0,1,0.0,,True,True,False
3166462574,2,2,0,100.0,2,2,0,100.0,2,1,1,50.0,,True,True,False
3166618227,5,5,0,100.0,3,2,1,66.66666666666666,4,2,2,50.0,,True,True,False
3166683250,3,3,0,100.0,2,2,0,100.0,3,1,2,33.33333333333333,,True,True,False
3166697799,5,4,1,80.0,8,4,4,50.0,4,2,2,50.0,,True,True,False
3166698822,11,5,6,45.45454545454545,1,1,0,100.0,1,0,1,0.0,,False,True,False
3166840879,2,2,0,100.0,0,0,0,0.0,1,0,1,0.0,,False,True,False
3166856651,6,2,4,33.33333333333333,0,0,0,0.0,1,0,1,0.0,,False,True,False
3166878308,2,2,0,100.0,2,2,0,100.0,2,0,2,0.0,,True,True,False
3166960461,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,False,True,False
3167001050,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3167033946,2,2,0,100.0,2,0,2,0.0,3,0,3,0.0,,True,True,False
3167044011,2,2,0,100.0,2,2,0,100.0,1,0,1,0.0,,True,True,False
3167097865,17,17,0,100.0,30,15,15,50.0,0,0,0,0.0,,False,True,False
3167114671,3,2,1,66.66666666666666,0,0,0,0.0,3,0,3,0.0,,False,True,False
3167148478,3,2,1,66.66666666666666,0,0,0,0.0,2,2,0,100.0,,True,True,False
3167223032,1,0,1,0.0,7,7,0,100.0,5,2,3,40.0,,False,True,False
3167247025,2,2,0,100.0,5,2,3,40.0,0,0,0,0.0,,True,True,False
3167293449,2,2,0,100.0,1,1,0,100.0,0,0,0,0.0,,False,True,False
3167302708,2,2,0,100.0,1,1,0,100.0,0,0,0,0.0,,False,True,False
3167405378,4,4,0,100.0,1,1,0,100.0,3,0,3,0.0,,True,True,False
3167462922,2,2,0,100.0,3,1,2,33.33333333333333,4,1,3,25.0,,True,True,False
3167629205,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3167637467,10,4,6,40.0,3,2,1,66.66666666666666,0,0,0,0.0,,True,True,False
3125661124,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,False,True,False
3125682958,6,2,4,33.33333333333333,2,1,1,50.0,1,0,1,0.0,,True,True,False
3125695545,4,2,2,50.0,0,0,0,0.0,3,0,3,0.0,,True,True,False
3125696843,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3125703292,4,4,0,100.0,2,1,1,50.0,2,1,1,50.0,,True,True,False
3125706805,14,2,12,14.285714285714285,0,0,0,0.0,3,0,3,0.0,,True,True,False
3125708547,11,4,7,36.36363636363637,2,2,0,100.0,5,1,4,20.0,,True,True,False
3125710825,7,3,4,42.857142857142854,1,1,0,100.0,3,0,3,0.0,,True,True,False
3125744468,20,9,11,45.0,5,2,3,40.0,7,3,4,42.857142857142854,,True,True,False
3125771920,4,4,0,100.0,3,1,2,33.33333333333333,6,2,4,33.33333333333333,,False,True,False
3125790678,5,3,2,60.0,1,0,1,0.0,8,2,6,25.0,,True,True,False
3125817776,3,3,0,100.0,1,0,1,0.0,5,1,4,20.0,,True,True,False
3125826357,3,3,0,100.0,2,1,1,50.0,2,1,1,50.0,,True,True,False
3125834113,4,4,0,100.0,5,2,3,40.0,3,1,2,33.33333333333333,,True,True,False
3125848910,1,1,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3125850603,9,7,2,77.77777777777779,5,2,3,40.0,6,3,3,50.0,,True,True,False
3125876679,2,2,0,100.0,0,0,0,0.0,2,1,1,50.0,,True,True,False
3125880075,7,7,0,100.0,7,4,3,57.14285714285714,5,3,2,60.0,,False,True,False
3125942056,2,2,0,100.0,4,2,2,50.0,4,0,4,0.0,,True,True,False
3125954430,3,3,0,100.0,5,3,2,60.0,5,2,3,40.0,,True,True,False
3125967876,3,3,0,100.0,2,1,1,50.0,1,0,1,0.0,,False,True,False
3125976499,1,1,0,100.0,1,0,1,0.0,0,0,0,0.0,,True,True,False
3125979396,5,5,0,100.0,7,3,4,42.857142857142854,1,0,1,0.0,,True,True,False
3125981699,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3125996513,9,9,0,100.0,13,7,6,53.84615384615385,10,3,7,30.0,,True,True,False
3126001730,7,7,0,100.0,12,6,6,50.0,2,1,1,50.0,,True,True,False
3126016118,5,5,0,100.0,0,0,0,0.0,7,3,4,42.857142857142854,,True,True,False
3226779561,7,7,0,100.0,9,4,5,44.44444444444444,0,0,0,0.0,,False,True,False
3226791643,4,4,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3226805360,3,2,1,66.66666666666666,0,0,0,0.0,0,0,0,0.0,,True,True,False
3226806559,6,5,1,83.33333333333334,0,0,0,0.0,0,0,0,0.0,,True,True,False
3226808033,5,4,1,80.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3226808853,4,2,2,50.0,0,0,0,0.0,2,0,2,0.0,,True,True,False
3210830442,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3210834321,3,3,0,100.0,0,0,0,0.0,6,2,4,33.33333333333333,,True,True,False
3210836309,2,2,0,100.0,1,0,1,0.0,0,0,0,0.0,,True,True,False
3210844014,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3210878402,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3210885983,3,1,2,33.33333333333333,9,9,0,100.0,0,0,0,0.0,,True,True,False
3210894434,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3210898758,8,6,2,75.0,2,2,0,100.0,12,4,8,33.33333333333333,,True,True,False
3210901044,1,1,0,100.0,3,3,0,100.0,0,0,0,0.0,,True,True,False
3210904150,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3210960716,8,5,3,62.5,10,5,5,50.0,0,0,0,0.0,,True,True,False
3210965204,3,3,0,100.0,2,1,1,50.0,0,0,0,0.0,,True,True,False
3211069935,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3211093970,3,3,0,100.0,0,0,0,0.0,0,0,0,0.0,,False,True,False
3211097293,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3211101810,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3179735644,3,3,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3179741354,4,3,1,75.0,0,0,0,0.0,4,1,3,25.0,,True,True,False
3179741870,4,4,0,100.0,3,2,1,66.66666666666666,2,0,2,0.0,,True,True,False
3179745074,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3179766264,8,7,1,87.5,11,3,8,27.27272727272727,5,1,4,20.0,,True,True,False
3179782246,10,8,2,80.0,10,6,4,60.0,3,0,3,0.0,,True,True,False
